file	passage
allyears_nonsiat.fasta	MX_C1
allyears_nonsiat.fasta	X2
allyears_nonsiat.fasta	M2_C2
allyears_nonsiat.fasta	M1C2
allyears_nonsiat.fasta	C1_C4
allyears_nonsiat.fasta	X3_C2
allyears_nonsiat.fasta	MDCK_2
allyears_nonsiat.fasta	PASSAGE_DETAILS__P0_MDCK
allyears_nonsiat.fasta	M1M1_C1
allyears_nonsiat.fasta	X1_C2
allyears_nonsiat.fasta	X
allyears_nonsiat.fasta	PASSAGE_DETAILS__MDCK_AND_MV1_LU_CELLS
allyears_nonsiat.fasta	MDCK4
allyears_nonsiat.fasta	C1_C2
allyears_nonsiat.fasta	X2_C1
allyears_nonsiat.fasta	MDCK2
allyears_nonsiat.fasta	MX
allyears_nonsiat.fasta	C2_C2
allyears_nonsiat.fasta	MDCK1
allyears_nonsiat.fasta	C5
allyears_nonsiat.fasta	X3_C1
allyears_nonsiat.fasta	M1M2_C1
allyears_nonsiat.fasta	CX
allyears_nonsiat.fasta	C3
allyears_nonsiat.fasta	X_C1
allyears_nonsiat.fasta	C1
allyears_nonsiat.fasta	CX_C1
allyears_nonsiat.fasta	MDCK1_MDCK2
allyears_nonsiat.fasta	XMDCK1
allyears_nonsiat.fasta	PASSAGE_DETAILS__MDCK1
allyears_nonsiat.fasta	M1_C1
allyears_other.fasta	NC2
allyears_other.fasta	5001_DAY_3
allyears_other.fasta	5021_DAY_2
allyears_other.fasta	1006_DAY_1
allyears_other.fasta	5006_DAY_2
allyears_other.fasta	RX_C2
allyears_other.fasta	5004_DAY_5
allyears_other.fasta	5018_DAY_1
allyears_other.fasta	UNKNOWN_1_RHMK_1
allyears_other.fasta	5007_DAY_2
allyears_other.fasta	5002_DAY_2
allyears_other.fasta	5002_DAY_3
allyears_other.fasta	1012_DAY_6
allyears_other.fasta	5001_DAY_5
allyears_other.fasta	5006_DAY_3
allyears_other.fasta	PASSAGE_DETAILS__E9
allyears_other.fasta	PASSAGE_DETAILS__E8
allyears_other.fasta	1013_DAY_2
allyears_other.fasta	NC2E3
allyears_other.fasta	R1_S3
allyears_other.fasta	5019_DAY_1
allyears_other.fasta	RII1_C1
allyears_other.fasta	1008_DAY_2
allyears_other.fasta	R1_C1
allyears_other.fasta	1012_DAY_3
allyears_other.fasta	RII1_S3
allyears_other.fasta	XTMK1_MDCK1
allyears_other.fasta	UNKNOWN_1_RHMK_2
allyears_other.fasta	RII1_S1
allyears_other.fasta	5019_DAY_3
allyears_other.fasta	M1_RII1_C5
allyears_other.fasta	5020_DAY_2
allyears_other.fasta	AMNIOTIC_1_PRHMK_2
allyears_other.fasta	5020_DAY_4
allyears_other.fasta	5004_DAY_3
allyears_other.fasta	5006_DAY_1
allyears_other.fasta	5021_DAY_4
allyears_other.fasta	5018_DAY_2
allyears_other.fasta	1013_DAY_3
allyears_other.fasta	5001_DAY_2
allyears_other.fasta	NC2E2
allyears_other.fasta	RIIX_C1
allyears_other.fasta	5021_DAY_1
allyears_other.fasta	5004_DAY_4
allyears_other.fasta	DEE_5_CHALLENGE_VIRUS_STOCK
allyears_other.fasta	5007_DAY_3
allyears_other.fasta	P3
allyears_other.fasta	1001_DAY_2
allyears_other.fasta	5017_DAY_2
allyears_other.fasta	5007_DAY_1
allyears_other.fasta	TMK1_MDCK1
allyears_other.fasta	R1_S1
allyears_other.fasta	UNKNOWN_1
allyears_other.fasta	
allyears_other.fasta	P1
allyears_other.fasta	P4
allyears_other.fasta	1012_DAY_2
allyears_other.fasta	MDCK_1_RHMK_2
allyears_other.fasta	5020_DAY_1
allyears_other.fasta	R1_S2
allyears_other.fasta	1001_DAY_1
allyears_other.fasta	1006_DAY_3
allyears_other.fasta	5021_DAY_3
allyears_other.fasta	1010_DAY_3
allyears_other.fasta	1015_DAY_4
allyears_other.fasta	RII1_C2
allyears_other.fasta	ORIGINAL_SPECIMEN_UNCULTURED_IN_VTM
allyears_other.fasta	XTMK1_MDCK2
allyears_other.fasta	5021_DAY_5
allyears_other.fasta	NC2E4
allyears_other.fasta	R1_C2
allyears_other.fasta	5020_DAY_3
allyears_other.fasta	5004_DAY_2
allyears_other.fasta	5019_DAY_2
allyears_other.fasta	RII1_S2
allyears_siat.fasta	SIAT3_SIAT1
allyears_siat.fasta	S1
allyears_siat.fasta	S3
allyears_siat.fasta	SIAT2_SIAT1
allyears_siat.fasta	S4
allyears_siat.fasta	S2
allyears_unpassaged.fasta	ORIGINAL
allyears_unpassaged.fasta	LUNG_1
allyears_unpassaged.fasta	ISOLATED_DIRECTLY_FROM_HOST__NO_PASSAGE
allyears_unpassaged.fasta	P0
allyears_unpassaged.fasta	OR
